unix,low,high,open,close,volume,date,vol_fiat
1740787200,83772.54,86534.96,84297.74,86018.76,6852.5441262,2025-02-28 19:00:00-05:00,589447348.5810075
1740873600,85003.35,95128.88,86018.82,94265.48,16751.22972996,2025-03-01 19:00:00-05:00,1579062711.0849497
1740960000,85007.01,94415.61,94265.47,86161.1,22691.67068614,2025-03-02 19:00:00-05:00,1955139307.1555774
1741046400,81444.0,88977.27,86161.09,87249.96,23130.37098654,2025-03-03 19:00:00-05:00,2018123943.3607757
1741132800,86329.22,91000.0,87247.93,90603.73,14900.93396554,2025-03-04 19:00:00-05:00,1350080197.7616155
1741219200,87790.5,92817.29,90607.73,89921.85,13303.43744669,2025-03-05 19:00:00-05:00,1196269706.5656414
1741305600,84608.27,91280.0,89915.02,86756.98,27137.2022302,2025-03-06 19:00:00-05:00,2354341711.1414165
1741392000,85200.0,86863.38,86753.3,86206.69,3023.2478665,2025-03-07 19:00:00-05:00,260624191.62052688
1741478400,80000.0,86480.0,86206.64,80699.17,7565.44749561,2025-03-08 19:00:00-05:00,610525333.5743057
1741564800,77389.0,84033.66,80708.21,78544.71,21375.10120997,2025-03-09 20:00:00-04:00,1678901125.757743
1741651200,76555.0,83600.0,78548.18,82914.51,17096.37980265,2025-03-10 20:00:00-04:00,1417537954.1106215
1741737600,80572.21,84442.69,82911.81,83659.43,12617.220582,2025-03-11 20:00:00-04:00,1055549482.0743881
1741824000,79890.0,84310.8,83659.45,81073.43,10506.80043483,2025-03-12 20:00:00-04:00,851822349.5771595
1741910400,80771.17,85318.61,81071.5,83980.49,10857.45703924,2025-03-13 20:00:00-04:00,911814562.3093245
1741996800,83612.24,84690.43,83989.86,84351.46,2331.92028578,2025-03-14 20:00:00-04:00,196700880.70916027
1742083200,81969.44,85092.35,84351.45,82562.57,4059.89765099,2025-03-15 20:00:00-04:00,335195584.00269747
1742169600,82416.98,84758.46,82562.5,84011.4,7785.97733364,2025-03-16 20:00:00-04:00,654110856.1673635
1742256000,81125.0,84029.67,84011.39,82698.76,7316.63296603,2025-03-17 20:00:00-04:00,605076473.6658031
1742342400,82535.53,87045.45,82699.53,86877.96,13056.03519886,2025-03-18 20:00:00-04:00,1134281703.7651513
1742428800,83596.75,87492.87,86877.97,84183.42,9880.31696275,2025-03-19 20:00:00-04:00,831758872.6083075
1742515200,83100.0,84809.72,84183.41,84061.96,6257.63558757,2025-03-20 20:00:00-04:00,526029112.4568859
1742601600,83659.69,84517.75,84061.96,83852.03,2108.51345069,2025-03-21 20:00:00-04:00,176803133.12266138
1742688000,83804.67,86128.99,83852.06,86092.94,3467.46945277,2025-03-22 20:00:00-04:00,298524639.5491604
1742774400,85533.06,88804.64,86092.95,87523.62,13107.50391644,2025-03-23 20:00:00-04:00,1147216191.9310062
1742860800,86321.97,88584.34,87518.09,87427.88,10153.98312373,2025-03-24 20:00:00-04:00,887741218.0634917
1742947200,85850.0,88304.1,87432.82,86926.01,6885.71986041,2025-03-25 20:00:00-04:00,598548153.4431982
1743033600,85784.0,87790.12,86926.01,87217.48,6904.09386105,2025-03-26 20:00:00-04:00,602157668.2442511
1743120000,83533.4,87498.15,87214.07,84381.8,10031.80008987,2025-03-27 20:00:00-04:00,846501348.8233924
1743206400,81608.99,84584.13,84381.81,82616.83,3194.24303663,2025-03-28 20:00:00-04:00,263898233.9359445
1743292800,81538.88,83508.98,82624.06,82379.98,2472.72302228,2025-03-29 20:00:00-04:00,203702873.12096593
1743379200,81265.16,83920.8,82379.98,82534.32,6887.94694226,2025-03-30 20:00:00-04:00,568492017.0755084
1743465600,82403.32,85566.53,82534.31,85170.37,9130.97692565,2025-03-31 20:00:00-04:00,777688683.2190729
1743552000,82283.01,88530.0,85166.92,82490.08,16748.28262337,2025-04-01 20:00:00-04:00,1381567173.4644012
1743638400,81177.7,83953.45,82490.1,83174.33,11800.91106566,2025-04-02 20:00:00-04:00,981532871.2758566
1743724800,81643.54,84720.67,83178.68,83860.16,14593.03092888,2025-04-03 20:00:00-04:00,1223773908.5808256
1743811200,82346.61,84238.35,83859.78,83498.25,2836.42920662,2025-04-04 20:00:00-04:00,236836875.0016584
1743897600,77058.99,83773.58,83505.88,78370.75,11014.8594773,2025-04-05 20:00:00-04:00,863242798.380609
1743984000,74420.69,81223.67,78370.15,79140.01,26706.52930797,2025-04-06 20:00:00-04:00,2113554996.4980385
1744070400,76167.35,80849.98,79140.02,76251.64,14917.02351692,2025-04-07 20:00:00-04:00,1137447507.0837178
1744156800,74553.01,83583.35,76258.8,82594.75,23584.94464084,2025-04-08 20:00:00-04:00,1947992606.3740196
1744243200,78387.24,82730.93,82593.15,79552.34,11876.12778689,2025-04-09 20:00:00-04:00,944773755.5861207
1744329600,78919.94,84299.0,79552.34,83380.47,9964.68703141,2025-04-10 20:00:00-04:00,830860288.0818706
1744416000,82765.26,85909.97,83379.64,85271.01,3972.49282052,2025-04-11 20:00:00-04:00,338738475.0234891
1744502400,83010.0,86092.99,85271.02,83733.07,3904.15929557,2025-04-12 20:00:00-04:00,326907243.5871135
1744588800,83655.27,85818.06,83733.07,84590.36,7247.02343319,2025-04-13 20:00:00-04:00,613028321.141978
1744675200,83592.77,86491.4,84590.36,83629.78,6461.77024421,2025-04-14 20:00:00-04:00,540396423.9338286
1744761600,83088.02,85526.4,83622.52,84028.72,8246.73748903,2025-04-15 20:00:00-04:00,692962795.379205
1744848000,83711.69,85494.94,84028.71,84961.97,5865.70077325,2025-04-16 20:00:00-04:00,498361493.1258433
1744934400,84287.06,85150.94,84961.97,84466.47,1884.07668707,2025-04-17 20:00:00-04:00,159141306.96609753
1745020800,84353.45,85625.0,84466.47,85074.99,1683.30746873,2025-04-18 20:00:00-04:00,143207366.06913006
1745107200,83972.82,85319.21,85074.59,85177.34,1812.14325365,2025-04-19 20:00:00-04:00,154353542.0448523
1745193600,85135.98,88575.62,85177.33,87522.07,12603.75828155,2025-04-20 20:00:00-04:00,1103107014.580899
1745280000,87077.17,93952.62,87513.53,93489.1,19460.09432868,2025-04-21 20:00:00-04:00,1819306704.7033975
1745366400,91902.19,94686.0,93486.57,93740.92,12538.32136507,2025-04-22 20:00:00-04:00,1175353780.0173175
1745452800,91685.18,94061.02,93740.93,94021.96,9320.8086182,2025-04-23 20:00:00-04:00,876360695.0680557
1745539200,92880.01,95976.34,94021.97,94708.79,14148.6339475,2025-04-24 20:00:00-04:00,1340000001.3206484
1745625600,93903.01,95273.52,94707.79,94666.64,2253.98942317,2025-04-25 20:00:00-04:00,213377605.28704205
1745712000,93654.77,95351.11,94666.64,93780.57,2304.93789541,2025-04-26 20:00:00-04:00,216158389.64615017
1745798400,92829.44,95652.66,93780.56,95042.57,7348.4883725,2025-04-27 20:00:00-04:00,698419220.5375174
1745884800,93761.26,95499.0,95042.56,94271.09,5979.94472886,2025-04-28 20:00:00-04:00,563735907.7293867
1745971200,92911.88,95263.74,94271.08,94182.54,6511.31778605,2025-04-29 20:00:00-04:00,613252447.8373655
1746057600,94136.79,97546.99,94182.55,96524.98,8334.02681063,2025-04-30 20:00:00-04:00,804441771.2155246
1746144000,96369.69,97948.56,96524.98,96929.81,5709.61012071,2025-05-01 20:00:00-04:00,553431424.1744974
1746230400,95765.13,96974.78,96929.81,95861.33,2077.55675998,2025-05-02 20:00:00-04:00,199157354.1621736
1746316800,94151.67,96312.51,95865.47,94272.55,2834.39686495,2025-05-03 20:00:00-04:00,267205820.1708421
1746403200,93500.01,95218.82,94272.54,94733.99,5181.01206583,2025-05-04 20:00:00-04:00,490817945.2342186
1746489600,93363.28,96916.25,94733.99,96839.17,6164.34738969,2025-05-05 20:00:00-04:00,596950284.8092462
1746576000,95800.0,97738.05,96843.84,97058.32,8328.69875473,2025-05-06 20:00:00-04:00,808369508.9201859
1746662400,96888.25,104176.05,97058.33,103253.49,15379.43544074,2025-05-07 20:00:00-04:00,1587980383.4860933
1746748800,102330.76,104352.6,103252.2,102986.96,7318.60440182,2025-05-08 20:00:00-04:00,753720818.7860603
1746835200,102831.41,104997.0,102986.94,104821.19,3104.17143581,2025-05-09 20:00:00-04:00,325382943.8656128
1746921600,103360.22,104980.89,104817.83,104137.62,3055.22813204,2025-05-10 20:00:00-04:00,318164186.22769135
1747008000,100703.71,105787.37,104137.58,102800.21,11005.40673978,2025-05-11 20:00:00-04:00,1131358123.9847996
1747094400,101447.78,105038.53,102800.22,104131.06,8727.89105836,2025-05-12 20:00:00-04:00,908844547.4715487
1747180800,102603.27,104373.0,104131.2,103545.38,7628.70177301,2025-05-13 20:00:00-04:00,789916823.9929942
1747267200,101400.01,104200.0,103540.91,103786.43,7563.00946962,2025-05-14 20:00:00-04:00,784937752.9080533
1747353600,103125.51,104616.71,103786.4,103500.03,6881.65708111,2025-05-15 20:00:00-04:00,712251714.3445975
1747440000,102612.0,103741.98,103500.03,103161.07,1848.95251021,2025-05-16 20:00:00-04:00,190739919.33244953
1747526400,103130.95,106692.97,103162.53,106473.46,4130.60889099,2025-05-17 20:00:00-04:00,439800220.53046817
1747612800,102105.0,107137.68,106488.77,105616.18,10104.32339011,2025-05-18 20:00:00-04:00,1067180037.9480678
1747699200,104209.18,107355.0,105616.21,106883.24,8804.38724819,2025-05-19 20:00:00-04:00,941041435.3012314
1747785600,106128.14,110788.98,106883.24,109699.54,18333.91491262,2025-05-20 20:00:00-04:00,2011222032.313554
1747872000,109217.23,112000.0,109697.19,111722.53,11250.38756124,2025-05-21 20:00:00-04:00,1256921761.8222628
1747958400,106800.01,111824.07,111722.54,107329.61,9638.23489571,2025-05-22 20:00:00-04:00,1034467992.444945
1748044800,106895.77,109517.79,107332.08,107794.01,2611.3560546,2025-05-23 20:00:00-04:00,281488540.66311294
1748131200,106632.35,109371.04,107794.01,109048.68,2996.9984274,2025-05-24 20:00:00-04:00,326818722.4700458
1748217600,108706.04,110474.41,109048.41,109464.32,4641.38117417,2025-05-25 20:00:00-04:00,508065634.09132063
1748304000,107536.41,110829.42,109464.33,108978.46,8827.06917845,2025-05-26 20:00:00-04:00,961960405.3809462
1748390400,106790.16,109344.89,108978.45,107819.29,6474.20131287,2025-05-27 20:00:00-04:00,698043788.8707112
1748476800,105315.0,108943.35,107819.26,105572.58,9305.58410478,2025-05-28 20:00:00-04:00,982414522.348615
1748563200,103634.48,106377.66,105572.58,104033.26,7866.16241154,2025-05-29 20:00:00-04:00,818342519.3619678
1748649600,103110.01,104965.5,104033.0,104645.87,2403.60824408,2025-05-30 20:00:00-04:00,251527675.84092394
1748736000,103800.81,105937.46,104645.87,105697.94,2369.92891564,2025-05-31 20:00:00-04:00,250496604.3295818
1748822400,103685.23,106000.0,105697.93,105904.94,5818.90812007,2025-06-01 20:00:00-04:00,616251115.3215262
1748908800,104910.01,106901.68,105909.79,105447.82,6486.4597778,2025-06-02 20:00:00-04:00,683983043.0866944
1748995200,104202.0,106058.47,105443.95,104753.38,4505.03599201,2025-06-03 20:00:00-04:00,471917747.1847005
1749081600,100345.73,105999.68,104753.37,101570.2,10627.57339852,2025-06-04 20:00:00-04:00,1079444755.6023562
1749168000,101132.91,105439.01,101570.2,104397.99,9677.25748525,2025-06-05 20:00:00-04:00,1010286230.1725547
1749254400,103969.7,106000.0,104398.0,105619.02,4141.10124271,2025-06-06 20:00:00-04:00,437379054.9758124
1749340800,105028.3,106548.9,105619.02,105784.4,1998.61011035,2025-06-07 20:00:00-04:00,211421771.35730854
1749427200,105368.27,110651.12,105784.41,110301.15,6581.24781856,2025-06-08 20:00:00-04:00,725919202.8221593
1749513600,108362.14,110420.08,110299.69,110300.24,5433.6716937,2025-06-09 20:00:00-04:00,599335291.8963165
1749600000,108091.74,110435.05,110300.25,108669.37,4603.3324446,2025-06-10 20:00:00-04:00,500241236.65524185
1749686400,105706.78,108853.74,108673.77,105721.05,5734.67136139,2025-06-11 20:00:00-04:00,606275477.7310803
1749772800,102746.01,106233.0,105716.45,106118.7,7441.52465913,2025-06-12 20:00:00-04:00,789684922.8448187
1749859200,104351.72,106264.36,106114.53,105465.42,2256.48702523,2025-06-13 20:00:00-04:00,237981351.84043255
1749945600,104505.05,106184.13,105465.42,105599.25,1722.80945227,2025-06-14 20:00:00-04:00,181927386.0526228
1750032000,104982.26,109000.0,105600.21,106853.38,5952.98369341,2025-06-15 20:00:00-04:00,636096428.7257423
1750118400,103363.3,107792.9,106853.38,104590.44,7688.94642443,2025-06-16 20:00:00-04:00,804190289.6675605
1750204800,103512.38,105603.63,104590.44,104915.6,4918.14382744,2025-06-17 20:00:00-04:00,515990010.5421641
1750291200,103916.37,105266.61,104915.6,104671.9,2279.05842007,2025-06-18 20:00:00-04:00,238553375.03972504
1750377600,102357.25,106553.86,104671.4,103317.8,5047.63626176,2025-06-19 20:00:00-04:00,521510673.7652673
1750464000,100919.19,104013.64,103317.79,102160.03,3287.51327489,2025-06-20 20:00:00-04:00,335852454.7881606
1750550400,98225.01,103417.0,102160.36,100996.87,7872.25874446,2025-06-21 20:00:00-04:00,795073493.0205898
1750636800,99677.07,106135.47,100996.87,105419.39,8910.86676597,2025-06-22 20:00:00-04:00,939378138.8398302
1750723200,104681.83,106366.29,105418.4,106141.0,5773.20907668,2025-06-23 20:00:00-04:00,612774184.6078919
1750809600,105875.0,108206.0,106141.01,107400.22,7072.65636297,2025-06-24 20:00:00-04:00,759604849.3673779
1750896000,106605.88,108345.0,107400.22,107029.64,4900.22231656,2025-06-25 20:00:00-04:00,524469030.4613828
1750982400,106413.79,107804.2,107029.63,107113.38,6310.43715745,2025-06-26 20:00:00-04:00,675932253.2120618
1751068800,106868.94,107599.81,107119.17,107352.2,1227.76803255,2025-06-27 20:00:00-04:00,131803599.38391411
1751155200,107230.0,108550.0,107352.2,108386.44,2154.86170312,2025-06-28 20:00:00-04:00,233557788.69351372
1751241600,106724.76,108800.0,108386.44,107173.21,4839.04838063,2025-06-29 20:00:00-04:00,518616348.29741895
1751328000,105262.0,107579.3,107173.21,105711.78,5152.72760186,2025-06-30 20:00:00-04:00,544704006.6477518
1751414400,105119.7,109823.08,105711.77,108888.32,7995.79258367,2025-07-01 20:00:00-04:00,870648421.5042858
1751500800,108574.31,110590.0,108887.03,109628.83,6434.57921608,2025-07-02 20:00:00-04:00,705415391.0011677
1751587200,107268.84,109812.94,109628.83,108028.6,3129.21859997,2025-07-03 20:00:00-04:00,338045104.44871914
1751673600,107783.1,108454.19,108028.6,108246.65,1513.15428554,2025-07-04 20:00:00-04:00,163793882.34284845
1751760000,107837.7,109736.64,108246.66,109217.98,1651.18120197,2025-07-05 20:00:00-04:00,180338675.49313542
1751846400,107507.0,109741.64,109217.98,108269.84,4455.08353019,2025-07-06 20:00:00-04:00,482351181.0003064
1751932800,107438.33,109255.99,108271.49,108958.04,3785.3907416,2025-07-07 20:00:00-04:00,412448755.83888245
1752019200,108329.87,112152.91,108953.58,111282.85,7683.83239574,2025-07-08 20:00:00-04:00,855078767.9202751
1752105600,110541.87,116842.0,111282.84,116031.3,12920.20742934,2025-07-09 20:00:00-04:00,1499148464.2959783
1752192000,115211.74,118909.74,116031.29,117582.16,10116.886206,2025-07-10 20:00:00-04:00,1189565332.5756848
1752278400,116940.82,118244.51,117582.16,117472.65,2397.72381256,2025-07-11 20:00:00-04:00,281666970.22952646
1752364800,117238.69,119500.0,117472.65,119130.81,3461.0430314,2025-07-12 20:00:00-04:00,412316859.77553743
1752451200,118949.18,123231.07,119130.81,119863.71,13536.79954839,2025-07-13 20:00:00-04:00,1622571015.39635
1752537600,115697.37,119973.3,119863.71,117781.64,23726.31356081,2025-07-14 20:00:00-04:00,2794524122.3464413
1752624000,117033.23,120134.8,117781.63,118681.68,9250.98642597,2025-07-15 20:00:00-04:00,1097922610.6913152
1752710400,117469.0,120998.76,118681.67,119273.69,8360.35130892,2025-07-16 20:00:00-04:00,997169950.3112184
1752796800,116892.42,120918.68,119273.7,118023.05,8735.40386401,2025-07-17 20:00:00-04:00,1030979007.0122455
1752883200,117337.59,118564.59,118023.06,117914.17,1700.0997198,2025-07-18 20:00:00-04:00,200465847.37744957
1752969600,116525.0,118921.76,117914.17,117312.7,2504.59032125,2025-07-19 20:00:00-04:00,293820252.9797049
1753056000,116565.01,119745.93,117315.68,117428.79,5450.55450292,2025-07-20 20:00:00-04:00,640052020.1069471
