date,num_dumps,min_pct_change,avg_pct_change,total_volume
2024-12-09,1,-0.17774458551157576,-0.17774458551157576,10198063371.0
2025-02-03,1,-0.18058455114822547,-0.18058455114822547,15117990492.0
2025-10-10,2,-0.15879828326180265,-0.15734371437916922,10538464150.0
