pump_start,pump_end,pump_pct_change,pump_total_volume,dump_start,dump_end,dump_pct_change,dump_total_volume
2025-10-10 21:15:00,2025-10-10 22:10:00,1.6253869969040249,17188363161.0,2025-10-10 22:15:00,2025-10-10 23:10:00,-0.15879828326180265,7555115474.0
