start_time,end_time,start_close,trough_low,pct_change,total_volume,baseline_volume
2024-12-09 20:05:00,2024-12-09 21:00:00,0.0002678,0.0002202,-0.17774458551157576,10198063371.0,123670582.0
2025-02-03 01:00:00,2025-02-03 01:55:00,9.58e-05,7.85e-05,-0.18058455114822547,15117990492.0,75505135.5
2025-10-10 20:15:00,2025-10-10 21:10:00,8.66e-05,7.31e-05,-0.15588914549653582,2983348676.0,8059142.0
2025-10-10 22:15:00,2025-10-10 23:10:00,6.99e-05,5.88e-05,-0.15879828326180265,7555115474.0,8012518.5
