start_time,end_time,start_close,peak_high,pct_change,total_volume,baseline_volume
2025-10-10 21:15:00,2025-10-10 22:10:00,3.23e-05,8.48e-05,1.6253869969040249,17188363161.0,7544117.0
2025-10-20 09:10:00,2025-10-20 10:15:00,6.93e-05,8.66e-05,0.24963924963924963,15535512025.0,4678429.5
