day,first_time,last_time,count,min_ret,max_volchg
2025-04-07,2025-04-07 06:15:00+00:00,2025-04-07 06:15:00+00:00,1,-0.012882447665056375,11.633568646968845
2025-04-13,2025-04-13 21:00:00+00:00,2025-04-13 21:00:00+00:00,1,-0.011019283746556485,23.98523507961528
2025-05-03,2025-05-03 16:35:00+00:00,2025-05-03 16:35:00+00:00,1,-0.013205282112845215,10.24414036351642
2025-05-12,2025-05-12 14:50:00+00:00,2025-05-12 14:50:00+00:00,1,-0.012091038406827766,8.362599151773882
2025-05-18,2025-05-18 20:00:00+00:00,2025-05-18 20:00:00+00:00,1,-0.018590240123934888,15.103438169982617
2025-05-20,2025-05-20 08:10:00+00:00,2025-05-20 08:10:00+00:00,1,-0.015981735159817326,20.33532418909409
2025-05-22,2025-05-22 05:55:00+00:00,2025-05-22 05:55:00+00:00,1,-0.012893982808022921,11.390628491695708
2025-05-28,2025-05-28 01:55:00+00:00,2025-05-28 15:05:00+00:00,2,-0.014275517487508906,39.46341236114964
2025-05-30,2025-05-30 00:50:00+00:00,2025-05-30 16:30:00+00:00,2,-0.030732860520094534,38.204253921991985
2025-06-05,2025-06-05 14:15:00+00:00,2025-06-05 19:15:00+00:00,2,-0.04782993799822851,62.38586686763663
2025-06-10,2025-06-10 15:30:00+00:00,2025-06-10 15:30:00+00:00,1,-0.015661707126076726,11.085764832433243
2025-06-12,2025-06-12 15:45:00+00:00,2025-06-12 15:45:00+00:00,1,-0.029292107404393815,57.893531433733614
2025-06-13,2025-06-13 00:00:00+00:00,2025-06-13 00:00:00+00:00,1,-0.016507384882710675,38.85976565174568
2025-06-20,2025-06-20 14:50:00+00:00,2025-06-20 17:20:00+00:00,2,-0.01838610827374872,22.40458651953207
2025-06-21,2025-06-21 21:20:00+00:00,2025-06-21 21:20:00+00:00,1,-0.039501039501039475,15.324455789038328
2025-06-22,2025-06-22 09:50:00+00:00,2025-06-22 20:05:00+00:00,2,-0.01746216530849828,12.413865789458585
2025-07-15,2025-07-15 07:45:00+00:00,2025-07-15 07:45:00+00:00,1,-0.010726072607260623,8.443744478077607
2025-07-17,2025-07-17 01:30:00+00:00,2025-07-17 01:45:00+00:00,2,-0.01403249630723793,20.177603744262072
2025-07-19,2025-07-19 11:10:00+00:00,2025-07-19 11:10:00+00:00,1,-0.01211203633610902,10.636135344499635
2025-07-23,2025-07-23 12:40:00+00:00,2025-07-23 12:40:00+00:00,1,-0.01027146001467354,9.932581464472904
2025-08-05,2025-08-05 12:35:00+00:00,2025-08-05 12:35:00+00:00,1,-0.010416666666666727,13.624372838029775
2025-08-11,2025-08-11 19:50:00+00:00,2025-08-11 19:50:00+00:00,1,-0.013864818024263446,17.903245430925107
2025-08-14,2025-08-14 06:00:00+00:00,2025-08-14 12:30:00+00:00,2,-0.057432432432432456,204.93437039289395
2025-08-26,2025-08-26 12:50:00+00:00,2025-08-26 12:50:00+00:00,1,-0.018849206349206338,10.126758175551439
2025-09-15,2025-09-15 07:30:00+00:00,2025-09-15 08:00:00+00:00,2,-0.013404825737265438,32.534027928074885
2025-09-22,2025-09-22 05:55:00+00:00,2025-09-22 05:55:00+00:00,1,-0.012961116650049894,17.39074822191741
2025-09-25,2025-09-25 16:25:00+00:00,2025-09-25 16:25:00+00:00,1,-0.012834224598930539,22.29424811534799
2025-10-03,2025-10-03 17:00:00+00:00,2025-10-03 17:00:00+00:00,1,-0.013645224171539995,19.969731876729337
2025-10-07,2025-10-07 15:05:00+00:00,2025-10-07 15:05:00+00:00,1,-0.012332990750256994,12.61611018373865
2025-10-10,2025-10-10 14:55:00+00:00,2025-10-10 20:50:00+00:00,3,-0.0261958997722097,94.78106155806259
2025-10-30,2025-10-30 12:40:00+00:00,2025-10-30 12:40:00+00:00,1,-0.014880952380952365,9.445727415773776
2025-11-12,2025-11-12 14:45:00+00:00,2025-11-12 14:45:00+00:00,1,-0.019834710743801606,10.854377514169355
2025-11-14,2025-11-14 17:45:00+00:00,2025-11-14 23:00:00+00:00,2,-0.01810865191146881,12.339953254369908
2025-11-19,2025-11-19 00:15:00+00:00,2025-11-19 00:15:00+00:00,1,-0.010330578512396769,29.74262864420064
2025-11-21,2025-11-21 07:30:00+00:00,2025-11-21 07:30:00+00:00,1,-0.061085972850678724,25.238204807587355
