date,open,high,low,close,volume,ret_body,vol_change,day
2025-02-12 13:30:00+00:00,9.81e-06,9.81e-06,9.45e-06,9.48e-06,210648773883,-0.0336391437308867,23.603964124865207,2025-02-12
2025-02-24 22:00:00+00:00,8.37e-06,8.38e-06,7.99e-06,8.09e-06,125006677016,-0.033452807646355914,32.36496222842415,2025-02-24
2025-06-05 19:15:00+00:00,1.129e-05,1.129e-05,1.057e-05,1.075e-05,165901926791,-0.04782993799822851,62.38586686763663,2025-06-05
2025-06-12 15:45:00+00:00,1.229e-05,1.23e-05,1.181e-05,1.193e-05,96428666559,-0.029292107404393815,57.893531433733614,2025-06-12
2025-08-14 12:30:00+00:00,1.184e-05,1.184e-05,1.106e-05,1.116e-05,211174673377,-0.057432432432432456,204.93437039289395,2025-08-14
2025-10-10 17:35:00+00:00,8.78e-06,8.78e-06,8.52e-06,8.55e-06,233044162109,-0.0261958997722097,26.044609360106143,2025-10-10
2025-11-21 07:30:00+00:00,4.42e-06,4.42e-06,4e-06,4.15e-06,163245364332,-0.061085972850678724,25.238204807587355,2025-11-21
